x,y,HCP0.32f30000h0,HCP0.71f30000h0,HCP1.18f30000h0,elevation,VCP0.32f30000h0,VCP0.71f30000h0,VCP1.18f30000h0
730862.3915,5026160.181,11.37214414,16.41686411,19.55296359,4.9,9.07166479,13.0404208,16.77706532
730862.5595,5026161.233,11.27214414,16.27686411,18.99296359,4.92,8.89166479,12.6604208,16.32706532
730862.7193,5026162.261,11.08214414,15.96686411,19.04296359,4.92,8.82166479,12.5504208,16.24706532
730862.8752,5026163.321,11.06214414,16.15686411,19.39296359,4.94,8.68166479,12.4504208,16.32706532
730863.0457,5026164.377,11.29214414,16.29686411,18.71296359,4.98,9.11166479,13.1304208,16.93706532
730863.2165,5026165.388,11.08214414,15.64686411,18.56296359,4.95,9.34166479,13.1704208,16.77706532
730863.3986,5026166.45,10.91214414,15.48686411,18.55296359,4.96,9.18166479,12.9804208,16.67706532
730863.5512,5026167.493,10.90214414,15.47686411,18.38296359,4.96,9.18166479,12.9804208,16.67706532
730863.7185,5026168.529,10.89214414,15.68686411,18.51296359,4.97,8.99166479,12.8404208,16.58706532
730863.8419,5026169.586,11.12214414,15.80686411,18.77296359,4.98,9.08166479,12.7204208,16.45706532
730863.9473,5026170.634,11.09214414,16.13686411,19.64296359,4.99,8.85166479,12.5604208,16.51706532
730864.0686,5026171.677,11.20214414,16.01686411,18.90296359,5,9.05166479,12.9104208,16.61706532
730864.2153,5026172.739,11.39214414,16.28686411,19.09296359,5.01,9.01166479,12.8104208,16.57706532
730864.3407,5026173.776,11.24214414,16.20686411,19.17296359,5.03,8.87166479,12.6204208,16.38706532
730864.4708,5026174.828,11.03214414,15.93686411,19.00296359,5.04,8.68166479,12.4104208,16.25706532
730864.6181,5026175.876,10.76214414,15.63686411,18.76296359,5.04,8.48166479,12.1504208,15.86706532
730864.7666,5026176.927,10.57214414,16.07686411,19.37296359,5.05,8.32166479,12.0204208,15.72706532
730864.9138,5026177.974,10.72214414,15.85686411,19.25296359,5.06,8.38166479,12.0004208,15.72706532
730865.064,5026179.012,10.53214414,15.87686411,19.22296359,5.06,8.35166479,11.9204208,15.90706532
730865.2062,5026180.058,11.17214414,15.89686411,19.08296359,5.06,8.46166479,12.2404208,15.97706532
730865.3611,5026181.111,10.68214414,15.72686411,19.08296359,5.06,8.41166479,12.2504208,16.19706532
730865.49,5026182.159,10.58214414,16.03686411,19.24296359,5.06,8.51166479,12.3304208,16.02706532
730865.6298,5026183.197,10.78214414,15.97686411,19.20296359,5.07,8.31166479,12.1804208,16.06706532
730865.7654,5026184.24,10.69214414,16.03686411,19.53296359,5.06,8.45166479,12.3704208,16.32706532
730865.9121,5026185.304,10.75214414,16.04686411,19.19296359,5.06,8.68166479,12.6904208,16.65706532
730866.0846,5026186.34,10.93214414,16.13686411,19.38296359,5.06,9.15166479,12.9704208,16.48706532
730866.237,5026187.391,11.18214414,16.41686411,19.46296359,5.05,8.97166479,12.7804208,16.50706532
730866.4082,5026188.461,11.22214414,16.41686411,19.56296359,5.06,8.56166479,12.3404208,16.16706532
730866.5747,5026189.485,10.96214414,16.37686411,19.72296359,5.06,8.56166479,12.3404208,16.16706532
730866.7746,5026190.524,11.06214414,16.26686411,18.94296359,5.05,8.91166479,12.9204208,16.76706532
730866.9319,5026191.581,11.37214414,16.33686411,19.51296359,5.05,9.27166479,13.2904208,17.09706532
730867.0818,5026192.63,11.40214414,16.61686411,19.60296359,5.03,9.25166479,13.2104208,16.76706532
730867.1921,5026193.685,11.39214414,16.28686411,19.49296359,5.05,9.16166479,12.8904208,16.53706532
730867.3468,5026194.746,11.18214414,16.16686411,19.03296359,5.04,9.18166479,12.9304208,16.59706532
730867.4564,5026195.786,11.04214414,16.24686411,19.42296359,5.05,8.74166479,12.6704208,16.55706532
730867.6247,5026196.829,11.04214414,16.47686411,19.48296359,5.05,8.69166479,12.6504208,16.52706532
730867.7605,5026197.868,11.03214414,16.14686411,18.93296359,5.06,8.74166479,12.6004208,16.41706532
730867.8798,5026198.931,10.60214414,15.87686411,18.97296359,5.06,8.60166479,12.5604208,16.42706532
730868.0062,5026200.011,10.11214414,15.79686411,19.32296359,5.05,8.72166479,12.4604208,16.35706532
730868.158,5026201.044,10.70214414,15.86686411,18.66296359,5.05,8.62166479,12.5204208,16.40706532
730868.3024,5026202.099,10.84214414,15.89686411,18.81296359,5.05,8.67166479,12.6304208,16.27706532
730868.4557,5026203.159,10.96214414,16.17686411,19.05296359,5.05,8.46166479,12.3904208,15.94706532
730868.6097,5026204.201,11.01214414,16.07686411,19.02296359,5.04,8.53166479,12.3504208,16.03706532
730868.7494,5026205.276,10.90214414,16.20686411,19.35296359,5.04,8.62166479,12.3104208,15.90706532
730868.8892,5026206.314,10.80214414,16.06686411,19.06296359,5.02,8.47166479,12.0704208,15.53706532
730869.0637,5026207.368,10.62214414,15.93686411,19.19296359,5.01,8.50166479,12.0604208,15.76706532
730869.2631,5026208.419,10.61214414,15.69686411,19.19296359,5.06,8.48166479,12.3304208,16.01706532
730869.4358,5026209.449,10.42214414,15.58686411,18.99296359,5.09,8.95166479,12.7204208,16.38706532
730869.6632,5026210.486,10.55214414,15.68686411,18.95296359,5.09,9.09166479,12.8204208,16.71706532
730869.8194,5026211.539,10.60214414,15.63686411,19.43296359,5.09,9.09166479,12.8204208,16.71706532
730869.9842,5026212.572,10.74214414,16.40686411,20.00296359,5.12,9.00166479,12.9004208,16.75706532
730870.1082,5026213.612,11.22214414,16.88686411,20.13296359,5.13,8.87166479,12.7704208,16.53706532
730870.2668,5026214.672,11.23214414,16.86686411,20.49296359,5.12,8.74166479,12.5604208,16.47706532
730870.4137,5026215.729,11.16214414,16.52686411,20.11296359,5.11,8.86166479,12.8804208,16.82706532
730870.6179,5026216.758,11.13214414,16.01686411,20.20296359,5.1,9.01166479,12.6004208,16.64706532
730870.7737,5026217.785,10.69214414,16.73686411,20.59296359,5.08,8.42166479,12.4704208,16.66706532
730870.9007,5026218.815,10.67214414,16.31686411,19.95296359,5.07,8.59166479,12.7404208,17.04706532
730871.0454,5026219.825,10.84214414,16.95686411,21.12296359,5.07,8.50166479,12.7104208,17.05706532
730871.1886,5026220.876,10.83214414,16.95686411,20.92296359,5.06,8.62166479,12.8904208,17.22706532
730871.3611,5026221.913,11.00214414,17.33686411,21.10296359,5.06,8.97166479,13.3104208,17.40706532
730871.4991,5026222.964,11.28214414,17.33686411,20.91296359,5.02,9.02166479,13.3704208,17.65706532
730871.6323,5026224.002,11.40214414,17.29686411,21.18296359,5,8.90166479,13.1604208,17.45706532
730871.7497,5026225.044,11.39214414,17.24686411,21.48296359,4.98,9.04166479,13.3804208,17.70706532
730871.9174,5026226.105,11.44214414,17.72686411,21.68296359,4.96,9.28166479,13.7904208,18.12706532
730872.0579,5026227.16,11.92214414,18.28686411,21.37296359,4.93,9.60166479,14.0404208,18.14706532
730872.2047,5026228.183,12.13214414,17.76686411,21.22296359,4.93,9.60166479,14.0404208,18.14706532
730872.3756,5026229.228,11.59214414,17.49686411,21.04296359,4.91,9.25166479,13.5004208,17.81706532
730872.5288,5026230.255,10.28214414,16.72686411,20.73296359,4.89,9.47166479,13.3404208,17.30706532
730872.66,5026231.313,10.95214414,16.66686411,20.84296359,4.87,8.74166479,12.8104208,16.87706532
730872.8236,5026232.342,10.99214414,16.64686411,20.64296359,4.84,8.74166479,12.7004208,16.78706532
730872.97,5026233.378,10.89214414,16.93686411,21.44296359,4.86,8.79166479,13.1504208,17.70706532
730873.1045,5026234.418,11.54214414,17.37686411,20.75296359,4.81,9.58166479,14.2504208,18.92706532
730873.1677,5026235.442,12.95214414,18.16686411,21.69296359,4.78,10.78166479,15.4504208,19.62706532
730873.2757,5026236.489,12.88214414,18.55686411,21.85296359,4.78,11.34166479,15.7604208,19.84706532
730873.4386,5026237.574,13.27214414,19.32686411,23.39296359,4.78,10.81166479,15.2804208,19.39706532
730873.5948,5026238.592,12.70214414,19.01686411,23.50296359,4.78,10.52166479,14.9404208,19.21706532
730873.7353,5026239.68,12.59214414,19.41686411,24.31296359,4.77,11.12166479,15.5204208,19.78706532
730873.861,5026240.745,13.01214414,20.30686411,25.28296359,4.78,10.66166479,15.5604208,20.50706532
730873.9973,5026241.772,14.13214414,21.55686411,25.57296359,4.79,11.67166479,17.0804208,22.21706532
730874.1422,5026242.847,15.86214414,22.02686411,24.79296359,4.81,12.70166479,18.2704208,23.05706532
730874.2847,5026243.917,15.99214414,21.70686411,23.81296359,4.82,12.69166479,17.4604208,22.11706532
730874.5887,5026244.97,14.30214414,19.53686411,23.75296359,4.84,10.94166479,16.0504208,21.44706532
730874.9886,5026245.865,13.21214414,18.87686411,22.29296359,4.84,11.10166479,16.1104208,21.45706532
730875.6087,5026246.422,12.95214414,19.24686411,23.82296359,4.85,11.17166479,16.4304208,21.83706532
730876.474,5026246.783,12.91214414,19.12686411,23.97296359,4.85,11.17166479,16.4304208,21.83706532
730877.3176,5026246.629,12.99214414,19.23686411,23.82296359,4.85,11.37166479,16.2904208,21.38706532
730878.0525,5026246.016,12.62214414,18.91686411,22.86296359,4.89,10.44166479,15.3504208,20.33706532
730878.4168,5026245.279,12.78214414,18.50686411,22.68296359,4.89,10.44166479,15.3504208,20.33706532
730878.5033,5026244.381,12.78214414,18.65686411,21.87296359,4.91,10.10166479,15.2904208,20.70706532
730878.3949,5026243.307,14.86214414,20.30686411,23.66296359,4.88,11.47166479,16.6204208,21.45706532
730878.1853,5026242.354,15.39214414,21.49686411,23.99296359,4.85,12.37166479,17.6704208,22.51706532
730878.0307,5026241.471,15.91214414,21.47686411,23.53296359,4.84,13.35166479,18.9104208,23.54706532
730877.7658,5026240.388,16.04214414,20.96686411,22.75296359,4.84,13.07166479,18.8704208,23.49706532
730877.546,5026239.323,15.02214414,19.42686411,21.96296359,4.83,13.26166479,18.8104208,22.87706532
730877.3192,5026238.234,13.82214414,18.19686411,21.32296359,4.83,12.07166479,17.0804208,21.06706532
730877.1318,5026237.176,12.58214414,16.78686411,20.50296359,4.84,10.85166479,15.7004208,19.96706532
730877.0081,5026236.055,12.20214414,16.23686411,19.99296359,4.82,11.07166479,15.6004208,19.38706532
730876.9646,5026234.924,12.07214414,16.55686411,20.82296359,4.8,10.81166479,14.4304208,18.10706532
730876.8827,5026233.841,11.72214414,16.49686411,20.41296359,4.82,9.69166479,13.5904208,17.45706532
730876.7181,5026232.731,11.40214414,15.67686411,18.94296359,4.84,9.20166479,13.0904208,16.91706532
730876.5699,5026231.675,10.80214414,15.43686411,19.02296359,4.83,8.77166479,12.4804208,16.17706532
730876.4168,5026230.607,10.80214414,15.15686411,18.89296359,4.82,8.81166479,12.2004208,15.86706532
730876.2747,5026229.526,10.42214414,15.04686411,18.96296359,4.83,8.34166479,11.8004208,15.54706532
730876.1447,5026228.47,10.49214414,15.10686411,18.85296359,4.85,8.20166479,11.8304208,15.46706532
730876.0405,5026227.389,10.45214414,15.40686411,19.34296359,4.85,8.39166479,12.0304208,15.73706532
730875.9804,5026226.319,11.05214414,16.03686411,19.80296359,4.88,8.77166479,12.3704208,16.35706532
730875.838,5026225.281,11.14214414,15.94686411,18.98296359,4.9,9.06166479,13.0304208,17.08706532
730875.6647,5026224.231,11.62214414,16.07686411,18.78296359,4.93,9.36166479,13.4104208,17.23706532
730875.4531,5026223.191,11.68214414,15.73686411,19.02296359,4.94,9.33166479,13.2704208,17.14706532
730875.2791,5026222.124,10.75214414,15.00686411,18.31296359,4.95,8.91166479,12.7204208,16.51706532
730875.1406,5026221.088,10.57214414,14.96686411,18.50296359,4.97,8.74166479,12.5004208,16.33706532
730875.0018,5026220.022,10.62214414,15.18686411,18.67296359,4.97,8.84166479,12.6504208,16.57706532
730874.8561,5026218.967,10.87214414,15.21686411,18.70296359,4.98,9.03166479,13.0504208,17.02706532
730874.7071,5026217.896,10.97214414,15.23686411,18.62296359,4.98,9.54166479,13.5004208,17.48706532
730874.5796,5026216.846,11.07214414,15.45686411,18.75296359,4.99,9.41166479,13.5504208,17.53706532
730874.4449,5026215.775,11.19214414,15.98686411,19.31296359,4.99,9.38166479,13.4604208,17.65706532
730874.2873,5026214.725,11.18214414,16.16686411,19.03296359,5.01,9.44166479,13.9304208,18.26706532
730874.118,5026213.673,11.99214414,16.24686411,18.72296359,5.02,10.11166479,14.5604208,18.51706532
730873.9487,5026212.621,12.30214414,16.13686411,18.91296359,5.01,10.16166479,14.2804208,18.11706532
730873.8096,5026211.563,11.65214414,16.05686411,18.98296359,5.01,9.49166479,13.5804208,17.24706532
730873.6714,5026210.518,11.26214414,15.56686411,18.64296359,5.01,9.22166479,13.0904208,16.61706532
730873.5063,5026209.459,10.81214414,15.02686411,18.08296359,5.01,9.01166479,12.6504208,16.28706532
730873.3433,5026208.413,10.62214414,14.93686411,18.21296359,5.02,8.86166479,12.4104208,16.04706532
730873.1551,5026207.34,10.53214414,14.69686411,17.89296359,5.01,8.83166479,12.5104208,16.10706532
730873.0025,5026206.296,10.79214414,14.81686411,18.01296359,5.02,8.87166479,12.4904208,16.17706532
730872.855,5026205.256,10.69214414,14.97686411,17.84296359,5.02,8.63166479,12.5704208,16.22706532
730872.7045,5026204.225,10.69214414,14.75686411,17.80296359,5.03,8.65166479,12.5404208,16.19706532
730872.5448,5026203.161,10.73214414,15.14686411,18.01296359,5.03,8.57166479,12.2504208,15.85706532
730872.4206,5026202.125,10.54214414,14.97686411,18.00296359,5.03,8.42166479,12.2404208,15.86706532
730872.2664,5026201.054,10.43214414,14.83686411,18.11296359,5.03,8.58166479,12.3004208,15.86706532
730872.1139,5026200.004,10.59214414,14.78686411,18.05296359,5.03,8.88166479,12.5104208,15.99706532
730871.9373,5026198.972,10.53214414,14.74686411,17.98296359,5.03,8.88166479,12.5104208,15.99706532
730871.7561,5026197.926,10.79214414,14.68686411,17.52296359,5.03,8.75166479,12.6604208,16.31706532
730871.5959,5026196.872,10.72214414,14.89686411,18.18296359,5.02,9.04166479,12.8904208,16.46706532
730871.4158,5026195.831,10.66214414,15.11686411,18.27296359,5.01,8.91166479,12.7904208,16.42706532
730871.2412,5026194.779,11.13214414,15.29686411,17.53296359,5.02,8.85166479,13.1404208,17.13706532
730871.119,5026193.727,11.81214414,15.49686411,18.25296359,5.02,9.79166479,14.0404208,17.76706532
730870.948,5026192.683,11.09214414,15.50686411,18.69296359,5.02,9.48166479,13.4404208,17.13706532
730870.7745,5026191.64,10.97214414,15.25686411,18.23296359,5.01,8.89166479,12.8004208,16.40706532
730870.6232,5026190.594,10.62214414,14.91686411,18.03296359,5.02,8.56166479,12.4104208,16.04706532
730870.4588,5026189.55,10.60214414,14.83686411,18.05296359,5,8.43166479,12.3404208,16.06706532
730870.2985,5026188.502,10.62214414,14.75686411,18.15296359,4.99,8.66166479,12.5004208,16.09706532
730870.1355,5026187.456,10.74214414,15.00686411,17.95296359,4.98,8.83166479,12.7804208,16.47706532
730869.9898,5026186.401,10.94214414,14.74686411,17.59296359,4.96,9.11166479,13.1204208,16.84706532
730869.8345,5026185.359,10.85214414,15.09686411,18.37296359,4.96,9.06166479,13.0004208,16.68706532
730869.6766,5026184.317,10.80214414,15.09686411,18.06296359,4.97,8.84166479,12.8404208,16.53706532
730869.4974,5026183.25,10.98214414,15.27686411,18.07296359,4.96,9.23166479,13.1004208,16.76706532
730869.36,5026182.218,10.79214414,15.09686411,18.39296359,4.94,9.04166479,12.9604208,16.64706532
730869.2294,5026181.178,10.66214414,14.99686411,18.41296359,4.92,8.80166479,12.6504208,16.36706532
730869.0687,5026180.142,10.60214414,15.17686411,18.32296359,4.91,8.63166479,12.6904208,16.35706532
730868.9005,5026179.095,10.79214414,15.13686411,17.86296359,4.89,8.91166479,12.9604208,16.53706532
730868.7564,5026178.104,10.68214414,15.15686411,18.35296359,4.89,8.77166479,12.7204208,16.43706532
730868.58,5026177.137,10.43214414,14.94686411,18.29296359,4.88,8.75166479,12.6104208,16.27706532
730868.3969,5026176.105,10.60214414,14.99686411,18.14296359,4.88,9.01166479,12.8404208,16.45706532
730868.2533,5026175.063,10.90214414,15.08686411,17.84296359,4.87,9.24166479,12.8104208,16.35706532
730868.1035,5026173.979,10.77214414,15.08686411,18.26296359,4.88,8.98166479,12.6604208,16.24706532
730868.0122,5026172.937,10.91214414,14.88686411,18.36296359,4.89,8.69166479,12.4904208,16.01706532
730867.8834,5026171.885,10.52214414,14.95686411,18.31296359,4.88,8.48166479,12.3004208,15.96706532
730867.7076,5026170.833,10.71214414,15.35686411,18.81296359,4.88,8.79166479,12.6504208,16.54706532
730867.5378,5026169.794,11.38214414,16.05686411,18.36296359,4.89,9.39166479,13.8304208,17.96706532
730867.3779,5026168.733,12.13214414,16.34686411,17.97296359,4.88,10.30166479,14.9404208,18.98706532
730867.2425,5026167.682,12.48214414,16.29686411,17.98296359,4.88,10.66166479,15.2504208,18.96706532
730867.0369,5026166.624,11.96214414,15.61686411,18.14296359,4.87,10.50166479,14.7004208,18.13706532
730866.8709,5026165.552,11.05214414,15.39686411,18.59296359,4.87,9.40166479,13.1804208,16.78706532
730866.7774,5026164.501,10.58214414,14.95686411,18.00296359,4.89,8.97166479,12.7604208,16.19706532
730866.6191,5026163.468,10.55214414,14.77686411,18.03296359,4.9,9.10166479,13.0204208,16.47706532
730866.47,5026162.4,10.61214414,14.94686411,18.08296359,4.88,9.17166479,13.1504208,16.73706532
730866.3671,5026161.354,10.20214414,14.84686411,18.21296359,4.89,9.45166479,13.3604208,16.85706532
730866.2491,5026160.293,10.62214414,15.18686411,18.30296359,4.89,9.23166479,13.2704208,16.69706532
730866.138,5026159.221,10.53214414,15.28686411,18.54296359,4.89,9.23166479,13.2704208,16.69706532
730865.9927,5026158.155,10.53214414,15.25686411,18.64296359,4.89,9.06166479,13.0804208,16.77706532
730865.806,5026157.114,10.72214414,15.24686411,18.71296359,4.89,9.32166479,13.5504208,17.20706532
730865.6357,5026156.053,11.21214414,15.67686411,18.09296359,4.88,9.79166479,14.0104208,17.82706532
730865.4943,5026154.989,11.65214414,15.79686411,18.94296359,4.89,10.56166479,15.0904208,18.67706532
730865.3315,5026153.935,11.23214414,15.81686411,18.80296359,4.9,10.96166479,15.2304208,18.67706532
730865.1882,5026152.888,10.87214414,15.44686411,18.96296359,4.9,10.35166479,14.4304208,17.71706532
730865.0361,5026151.829,10.76214414,15.36686411,18.59296359,4.91,9.58166479,13.6504208,17.21706532
730864.9125,5026150.777,10.76214414,15.44686411,18.71296359,4.91,9.54166479,13.5604208,17.15706532
730864.7683,5026149.717,10.67214414,15.30686411,18.72296359,4.91,9.32166479,13.3304208,16.90706532
730864.5964,5026148.665,10.67214414,15.50686411,18.66296359,4.9,9.10166479,13.2004208,16.90706532
730864.4754,5026147.613,10.74214414,15.77686411,19.43296359,4.89,9.19166479,13.3204208,17.20706532
730864.3361,5026146.562,11.04214414,16.21686411,19.53296359,4.87,9.27166479,13.6304208,17.64706532
730864.182,5026145.489,11.44214414,16.80686411,20.04296359,4.86,9.48166479,13.9404208,17.77706532
730864.0268,5026144.443,11.53214414,16.85686411,19.96296359,4.83,9.50166479,13.9404208,17.92706532
730863.8621,5026143.371,11.31214414,16.59686411,20.27296359,4.82,9.40166479,13.8504208,17.79706532
730863.7116,5026142.307,11.14214414,16.52686411,20.34296359,4.81,9.41166479,13.9304208,18.11706532
730863.5767,5026141.243,11.40214414,17.01686411,20.58296359,4.79,9.35166479,13.9004208,18.27706532
730863.4317,5026140.203,12.01214414,17.90686411,21.40296359,4.77,9.91166479,14.5404208,18.85706532
730863.287,5026139.121,12.81214414,18.44686411,21.01296359,4.76,10.06166479,15.1504208,19.70706532
730863.1241,5026138.073,13.17214414,18.32686411,21.03296359,4.74,10.69166479,15.7004208,20.28706532
730862.9601,5026137.018,12.43214414,17.71686411,21.22296359,4.76,11.16166479,16.1904208,20.42706532
730862.8103,5026135.968,12.08214414,17.34686411,21.29296359,4.74,10.94166479,15.5904208,19.75706532
730862.6623,5026134.906,11.84214414,17.38686411,21.08296359,4.72,10.43166479,15.0004208,19.06706532
730862.4952,5026133.865,11.83214414,17.44686411,21.36296359,4.71,10.30166479,14.8804208,18.87706532
730862.3756,5026132.81,11.96214414,17.32686411,21.34296359,4.71,10.52166479,15.1004208,19.20706532
730862.287,5026131.766,12.00214414,17.38686411,21.06296359,4.69,10.53166479,15.4004208,19.91706532
730862.201,5026130.69,12.10214414,17.95686411,21.71296359,4.69,10.84166479,15.8904208,20.59706532
730862.0978,5026129.616,13.19214414,19.52686411,22.42296359,4.68,10.78166479,16.0404208,20.97706532
730862.0776,5026128.561,14.10214414,20.39686411,23.15296359,4.69,10.42166479,16.1004208,21.49706532
730862.0371,5026127.491,14.98214414,21.28686411,24.04296359,4.67,11.46166479,17.5804208,23.13706532
730861.9294,5026126.434,16.28214414,22.44686411,25.29296359,4.66,13.20166479,19.1204208,24.24706532
730861.7603,5026125.34,15.92214414,22.44686411,26.10296359,4.67,13.42166479,19.0604208,24.48706532
730861.5969,5026124.303,16.00214414,23.11686411,27.12296359,4.68,13.08166479,18.8204208,24.20706532
730861.4438,5026123.201,16.58214414,25.01686411,28.90296359,4.68,12.94166479,19.0704208,24.77706532
730861.3321,5026122.146,17.59214414,26.06686411,29.12296359,4.65,14.61166479,20.8404208,26.11706532
730861.185,5026121.093,18.09214414,26.12686411,28.44296359,4.66,14.08166479,21.0104208,27.05706532
730861.0529,5026120.024,19.24214414,27.24686411,30.11296359,4.65,15.45166479,22.5404208,28.30706532
730860.9572,5026118.927,19.75214414,26.66686411,27.14296359,4.68,15.72166479,22.7504208,27.68706532
730860.7869,5026117.936,19.21214414,24.54686411,25.81296359,4.67,15.54166479,21.1504208,24.82706532
730860.6908,5026116.813,14.77214414,21.44686411,25.20296359,4.68,11.94166479,16.7204208,21.23706532
730860.5757,5026115.78,13.03214414,19.19686411,23.19296359,4.67,9.84166479,14.6804208,19.59706532
730860.4487,5026114.714,12.84214414,18.24686411,21.92296359,4.65,10.12166479,14.7304208,19.17706532
730860.3004,5026113.66,12.40214414,17.96686411,22.18296359,4.64,10.16166479,14.5904208,18.83706532
730860.1427,5026112.575,11.93214414,17.65686411,21.82296359,4.65,9.71166479,14.0104208,18.44706532
730859.9922,5026111.544,12.05214414,18.06686411,22.78296359,4.65,9.78166479,14.2404208,19.21706532
730859.837,5026110.498,12.35214414,19.27686411,24.14296359,4.64,9.96166479,15.2304208,20.75706532
730859.6608,5026109.42,15.13214414,22.43686411,25.41296359,4.63,12.17166479,18.4004208,23.98706532
730859.5443,5026108.424,17.67214414,24.33686411,27.02296359,4.62,14.79166479,21.4904208,27.25706532
730859.4947,5026107.282,19.41214414,25.82686411,27.22296359,4.62,16.38166479,23.2904208,28.58706532
730859.2827,5026106.288,20.96214414,26.31686411,26.59296359,4.63,17.36166479,23.6104208,28.26706532
730859.1117,5026105.245,19.50214414,24.58686411,26.74296359,4.63,15.91166479,21.6104208,25.97706532
730858.9603,5026104.168,16.77214414,23.44686411,27.22296359,4.63,13.36166479,18.9404208,24.07706532
730858.8242,5026103.136,16.53214414,22.79686411,25.98296359,4.64,13.01166479,18.8504208,23.87706532
730858.6796,5026102.089,16.74214414,22.24686411,24.94296359,4.62,14.30166479,19.6704208,24.02706532
730858.5315,5026101.028,17.28214414,21.65686411,22.86296359,4.46,13.75166479,19.1904208,23.42706532
730858.3959,5026099.981,15.70214414,19.66686411,22.12296359,4.48,12.09166479,17.0704208,21.64706532
730858.2625,5026098.984,12.05214414,17.11686411,20.82296359,4.49,9.44166479,13.9204208,18.98706532
730858.0994,5026097.905,10.54214414,15.55686411,19.32296359,4.51,8.73166479,12.8404208,17.27706532
730857.8987,5026096.852,10.27214414,14.89686411,18.52296359,4.68,8.31166479,12.0604208,15.89706532
730857.7605,5026095.807,9.972144144,14.72686411,18.51296359,4.69,8.20166479,11.8104208,15.68706532
730857.6045,5026094.713,9.862144144,14.83686411,18.55296359,4.7,8.05166479,11.7204208,15.71706532
730857.4638,5026093.666,10.01214414,14.78686411,19.02296359,4.71,8.08166479,11.7904208,15.95706532
730857.3113,5026092.616,9.972144144,15.73686411,20.55296359,4.7,8.43166479,12.7104208,17.53706532
730857.1743,5026091.54,11.16214414,17.65686411,22.27296359,4.69,10.11166479,15.0804208,20.01706532
730857.0344,5026090.468,13.55214414,20.50686411,24.11296359,4.68,11.90166479,17.4904208,22.50706532
730856.9008,5026089.44,15.61214414,22.90686411,26.33296359,4.68,12.83166479,18.7004208,24.25706532
730856.7283,5026088.403,16.86214414,24.24686411,27.54296359,4.68,13.52166479,20.0304208,25.32706532
730856.5527,5026087.343,17.44214414,24.34686411,27.53296359,4.67,14.33166479,20.2404208,25.28706532
730856.4358,5026086.29,17.05214414,24.00686411,27.60296359,4.67,14.33166479,20.2404208,25.28706532
730856.2589,5026085.265,16.30214414,23.58686411,26.52296359,4.67,14.24166479,19.4304208,24.04706532
730856.1367,5026084.212,15.59214414,21.95686411,24.70296359,4.68,12.78166479,18.0104208,22.64706532
730855.9878,5026083.136,14.30214414,20.29686411,23.46296359,4.68,11.86166479,16.8704208,21.28706532
730855.8485,5026082.121,13.30214414,18.60686411,21.26296359,4.66,10.99166479,15.7204208,19.83706532
730855.683,5026081.071,11.82214414,16.66686411,20.09296359,4.67,10.18166479,14.2804208,17.99706532
730855.5569,5026080.017,11.16214414,15.69686411,18.95296359,4.63,9.04166479,13.1104208,16.92706532
730855.4307,5026078.967,10.71214414,15.11686411,18.33296359,4.63,8.93166479,12.5804208,16.18706532
730855.2475,5026077.935,10.71214414,14.86686411,18.18296359,4.64,8.92166479,12.5804208,16.10706532
730855.0788,5026076.866,10.44214414,14.74686411,18.07296359,4.64,9.53166479,12.5904208,16.10706532
730854.9322,5026075.836,10.51214414,14.74686411,18.74296359,4.63,9.12166479,12.4404208,16.17706532
730854.7837,5026074.788,10.68214414,15.60686411,20.18296359,4.65,9.07166479,12.6704208,16.57706532
730854.6504,5026073.715,11.36214414,17.31686411,21.29296359,4.64,8.92166479,13.1204208,17.99706532
730854.4824,5026072.699,13.35214414,18.67686411,23.02296359,4.65,10.63166479,15.6704208,20.42706532
730854.3246,5026071.653,14.60214414,21.24686411,25.73296359,4.65,11.92166479,17.2004208,22.33706532
730854.1284,5026070.585,15.77214414,23.25686411,27.12296359,4.63,12.52166479,18.4004208,23.91706532
730853.9983,5026069.568,16.70214414,23.57686411,27.12296359,4.63,13.40166479,19.6804208,25.28706532
730853.8551,5026068.515,16.47214414,23.84686411,27.81296359,4.6,13.42166479,19.2904208,24.66706532
730853.7327,5026067.469,15.72214414,23.59686411,28.20296359,4.59,12.76166479,18.4404208,23.87706532
730853.644,5026066.39,15.23214414,22.80686411,25.82296359,4.59,11.51166479,17.2904208,22.57706532
730853.5063,5026065.367,14.74214414,20.97686411,24.17296359,4.61,11.38166479,16.4204208,21.35706532
730853.3767,5026064.302,12.78214414,18.79686411,23.63296359,4.62,10.38166479,14.8904208,19.53706532
730853.2296,5026063.251,11.24214414,17.60686411,22.29296359,4.6,9.02166479,13.5704208,18.41706532
730853.0808,5026062.172,11.23214414,17.39686411,21.57296359,4.6,8.94166479,13.4404208,18.32706532
730852.9294,5026061.13,11.57214414,17.31686411,21.28296359,4.6,9.44166479,13.7404208,18.25706532
730852.7912,5026060.085,11.24214414,17.01686411,20.69296359,4.61,8.99166479,13.2804208,17.79706532
730852.641,5026059.01,11.17214414,16.99686411,21.19296359,4.59,9.17166479,13.5004208,17.99706532
730852.4852,5026057.945,10.96214414,16.28686411,20.63296359,4.59,9.23166479,13.3604208,17.72706532
730852.3347,5026056.916,10.87214414,16.97686411,21.05296359,4.59,8.81166479,13.0604208,17.58706532
730852.1863,5026055.828,11.37214414,16.57686411,20.17296359,4.59,9.23166479,13.3804208,17.55706532
