Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
20,21,9,10,343.6,0.06,0,-56.93,-40.214,482.8865,4
20,21,10,11,241.615,0.07,0,20.27,-37.5015,482.8865,4
20,21,11,12,110.405,0.025,0,10.765,-24.6605,5250.991,4
20,21,12,13,123.58,0.02,0,-85.315,-39.4805,5250.991,4
20,21,13,14,273.08,0.035,0,21.46,-51.761,200.3655,4
20,21,14,15,244.705,0.03,0,-42.23,-75.0715,200.3655,4
20,21,15,16,266.33,0.09,0,-54.03,-52.354,74.8105,4
20,21,16,17,230.605,0.085,0,12.21,-94.36,74.8105,4
20,21,17,18,171.44,0.155,0,14.815,-50.5765,22.5995,4
20,21,18,19,154.185,0.07,0,80.61,-178.999,22.5995,4
20,21,19,22,184.1,0.415,0,218.565,126.2395,4.4175,4
20,21,22,23,198.06,0.155,0,-8.615,-45.519,4.4175,4
20,21,23,24,118.435,0.055,0,-6.57,-50.0185,32.43,4
21,22,1,2,163.75,0.125,0,171.93,-3.0995,475.462,4
21,22,2,3,176.7,0.29,0,47.12,-3.8845,475.462,4
21,22,3,4,208.7,0.11,0,10.705,-5.4775,478.8225,4
21,22,4,5,227.47,0.08,0,-48.565,-7.1245,478.8225,4
21,22,5,6,97.3,0.02,0,14.935,-3.791,5248.399,4
21,22,6,7,114.95,0.05,0,-41.31,-5.435,5248.399,4
21,22,7,8,245.915,0.065,0,8.105,-13.818,481.8655,4
21,22,8,9,235.155,0.035,0,-1.855,-16.458,481.8655,4
21,22,9,10,208.025,0,0,-54.555,-19.423,5250.5645,4
21,22,10,11,127.92,0.01,0,22.185,-15.5375,5250.5645,4
21,22,11,12,233.225,0.025,0,15.575,-36.385,484.595,4
21,22,12,13,300.55,0.055,0,-82.015,-64.1595,484.595,4
21,22,13,14,277.525,0.02,0,21.29,-52.0705,303.767,4
21,22,14,15,246.795,0,0,-33.935,-72.4695,303.767,4
21,22,15,16,288.57,0,0,-48.68,-55.4455,131.704,4
21,22,16,17,244.84,0.035,0,20.88,-89.7045,131.704,4
21,22,17,18,212.605,0.08,0,32.44,-49.96,44.31,4
21,22,18,19,229.135,0.055,0,80.995,-134.88,44.31,4
21,22,19,20,145.62,0.22,0,145.32,-48.658,6.3005,4
21,22,23,24,66.815,0.085,0,-6.555,-50.391,14.2305,4
22,23,1,2,229.305,0.12,0,171.235,-3.9705,501.5085,4
22,23,2,3,250.33,0.13,0,48.015,-4.991,501.5085,4
22,23,3,4,297.715,0.085,0,11.01,-7.11,509.365,4
22,23,4,5,333.58,0.13,0,-48.61,-9.437,509.365,4
22,23,5,6,155.19,0.02,0,15.715,-5.401,5266.5755,4
22,23,6,7,184.93,0.035,0,-41.11,-7.717,5266.5755,4
22,23,7,8,350.98,0.06,0,9.48,-17.013,508.6075,4
22,23,8,9,332.65,0.04,0,-2.67,-19.7625,508.6075,4
22,23,9,10,493.645,0.045,0,-52.46,-37.2565,509.786,4
22,23,10,11,339.78,0.055,0,23.555,-32.453,509.786,4
22,23,11,12,199.075,0.02,0,19.395,-25.622,5265.7175,4
22,23,12,13,228.81,0.015,0,-79.66,-39.283,5265.7175,4
22,23,13,14,411.945,0.015,0,20.065,-52.753,315.8185,4
22,23,14,15,354.33,0.02,0,-27.12,-70.2215,315.8185,4
22,23,15,16,436.93,0.055,0,-43.91,-57.4885,156.01,4
22,23,16,17,340.245,0.05,0,25.59,-83.41,156.01,4
22,23,17,18,323.47,0.025,0,39.85,-49.734,61.443,4
22,23,18,19,346.875,0.075,0,68.43,-108.219,61.443,4
22,23,19,20,265.83,0.21,0,139.11,-50.9535,15.8355,4
22,23,20,21,197.29,0.135,0,16.09,-171.8155,15.8355,4
23,24,1,2,105.315,0.11,0,170.46,-1.6625,528.7315,4
23,24,2,3,115.145,0.34,0,48.945,-2.0775,528.7315,4
23,24,3,4,68.43,0.015,0,11.235,-1.5245,5277.8945,4
23,24,4,5,86.135,0.045,0,-48.565,-2.233,5277.8945,4
23,24,5,6,125.935,0.14,0,16.315,-3.6705,532.542,4
23,24,6,7,122.505,0.07,0,-40.895,-4.2885,532.542,4
23,24,7,8,79.58,0.035,0,10.375,-3.505,5281.1605,4
23,24,8,9,69.89,0.015,0,-3.09,-3.7415,5281.1605,4
23,24,9,10,215.115,0.03,0,-50.98,-13.632,536.133,4
23,24,10,11,153.45,0.05,0,24.525,-12.0675,536.133,4
23,24,11,12,82.235,0.015,0,21.75,-8.6475,5282.201,4
23,24,12,13,94.34,0.03,0,-77.865,-12.9005,5282.201,4
23,24,13,14,185.59,0.03,0,19.325,-32.3575,537.4635,4
23,24,14,15,168.175,0.03,0,-22.675,-39.7875,537.4635,4
23,24,15,16,125.85,0.025,0,-41.965,-34.4345,5215.676,4
23,24,16,17,63.43,0.015,0,28.11,-26.1285,5215.676,4
23,24,17,18,153.12,0.045,0,40.775,-51.696,228.2885,4
23,24,18,19,165.78,0.05,0,58.52,-98.768,228.2885,4
23,24,19,20,138.9,0.04,0,134.455,-49.486,71.787,4
23,24,20,21,117.92,0.05,0,11.265,-116.0905,71.787,4
23,24,21,22,66.865,0.16,0,-42.265,-50.6725,14.296,4
